"source","listing_no","item_id","url","agency","agent_name","agent_phone","realtor_name","realtor_phone","agency_address","agency_reg_no","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","service_type","area_m2","floor","direction","parking","move_in","approval_date","residence_type","non_compliant_building","options","image_1","image_2","crawl_note"
"zigbang","46766237","46766237","https://www.zigbang.com/home/oneroom/items/46766237?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 224-14","37.2675501959228","127.062364521355","exact_jibun_from_api","NEW . 경희대 . 화이트톤 . 베란다  흥덕IT도보","300","40","7","47","분리형원룸","원룸","22","4/7","SW","주차 가능","즉시 입주 가능","2011.06.27","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 전자레인지; 책상; 침대; 옷장; 신발장","https://ic.zigbang.com/ic/items/46766237/1.jpg","https://ic.zigbang.com/ic/items/46766237/2.jpg",""
"zigbang","48939247","48939247","https://www.zigbang.com/home/oneroom/items/48939247?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 352-4","37.2606167464544","127.06084686002","exact_jibun_from_api","ꗄꗄ  단기 가능 丶 화이트톤 丶 풀옵션 丶 즉시 입주","300","40","6","46","분리형원룸","원룸","20","5/7","SW","주차 가능","즉시 입주 가능","2015.07.28","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 전자레인지; 책상; 침대; 옷장; 신발장","https://ic.zigbang.com/ic/items/48939247/1.jpg","https://ic.zigbang.com/ic/items/48939247/2.jpg",""
"zigbang","49004439","49004439","https://www.zigbang.com/home/oneroom/items/49004439?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 337-66","37.2640222456018","127.065064678119","exact_jibun_from_api","ㅿ 영흥숲도보 ㅿ 베란다 옵션 ㅿ 가성비최고 ㅿ","300","40","4","44","분리형원룸","원룸","23.14","3/6","NW","주차 가능","즉시 입주 가능","2008-12-31","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 책상; 옷장; 신발장","https://ic.zigbang.com/ic/items/49004439/1.jpg","https://ic.zigbang.com/ic/items/49004439/2.jpg",""
"zigbang","49026811","49026811","https://www.zigbang.com/home/oneroom/items/49026811?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 352-4","37.2606167464544","127.06084686002","exact_jibun_from_api","ꙨꙻoꙨꙻ초깔끔ꙨꙻoꙨꙻ단기가능o완벽분리o","300","40","6","46","분리형원룸","원룸","23.14","5/7","SW","주차 가능","2026.05.17 이후 입주 가능","2015.7.28.","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 책상; 책장; 옷장; 신발장","https://ic.zigbang.com/ic/items/49026811/1.jpg","https://ic.zigbang.com/ic/items/49026811/2.jpg",""
"zigbang","49080974","49080974","https://www.zigbang.com/home/oneroom/items/49080974?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 352-4","37.2606167464544","127.06084686002","exact_jibun_from_api","ㅿ 밝은방 ㅿ 양창 ㅿ 화이트톤 ㅿ  분리형","300","44","6","50","분리형원룸","원룸","23.18","5/7","S","주차 가능","즉시 입주 가능","2015.7.28.","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 인덕션; 책상; 침대; 옷장; 신발장","https://ic.zigbang.com/ic/items/49080974/1.jpg","https://ic.zigbang.com/ic/items/49080974/2.jpg",""
"zigbang","48782945","48782945","https://www.zigbang.com/home/oneroom/items/48782945?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 원천동","수원시 영통구 원천동 336-6","37.26426464839","127.065023737963","exact_jibun_from_api","완납조건 . 풀옵션 . 깔끔 . 분리형 .","50","45","7","52","분리형원룸","원룸","21.49","6/7","NE","주차 가능","즉시 입주 가능","2012.11.16","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 책상; 책장; 옷장","https://ic.zigbang.com/ic/items/48782945/1.jpg","https://ic.zigbang.com/ic/items/48782945/2.jpg",""
"zigbang","48897907","48897907","https://www.zigbang.com/home/oneroom/items/48897907?itemDetailType=ZIGBANG","뉴스타부동산공인중개사사무소","김혜린","010-8379-3408","김혜린","010-8379-3408","경기도 수원시 영통구 신원로 255-2 101호 일부 (매탄동)","41117-2023-00114","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 361-14","37.2645407758466","127.060690043726","exact_jibun_from_api","ꙨꙻoꙨꙻ넓은방ꙨꙻoꙨꙻ분리형ㅣ삼성단지,팩토리월드ㅣ단기가능","200","51","8.8","59","분리형원룸","원룸","24.79","6/7","SW","주차 가능","즉시 입주 가능","2015.5.15.","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 전자레인지; 책상; 책장; 침대; 옷장; 신발장","https://ic.zigbang.com/ic/items/48897907/1.jpg","https://ic.zigbang.com/ic/items/48897907/2.jpg",""
"zigbang","48791865","48791865","https://www.zigbang.com/home/oneroom/items/48791865?itemDetailType=ZIGBANG","뉴욕공인중개사사무소","황인수","010-5808-8937","황인수","010-5808-8937","경기도 수원시 권선구 효원로220번길 5 1층 (권선동)","41113-2025-00063","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1121-4","37.2633995930909","127.035712830735","exact_jibun_from_api","NY. 인계동에서 제일 좋은 오피스텔","1000","75","9.5","84","분리형원룸","오피스텔","25.27","5/8","N","주차 가능","2026.06.28 이후 입주 가능","2021.04.15","도시형생활주택","False","에어컨; 냉장고; 세탁기; 인덕션; 전자레인지; 책상; 책장; 침대; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48791865/1.jpg","https://ic.zigbang.com/ic/items/48791865/2.jpg",""
"zigbang","48906668","48906668","https://www.zigbang.com/home/oneroom/items/48906668?itemDetailType=ZIGBANG","대명공인중개사사무소","문기용","031-211-4166","문기용","010-3459-4166","경기도 수원시 영통구 산남로 89 , 1층(매탄동)","나3681-164","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 199-25","37.2698867390615","127.048380939728","exact_jibun_from_api","3층 방1 주방 욕실 옵션,냉장고 세탁기,가스렌지,즉시가능","200","20","1","21","분리형원룸","원룸","26","3/3","W","주차 불가능","2026.04.29 이후 입주 가능","1989","단독주택","False","냉장고; 세탁기; 가스레인지; 싱크대","https://ic.zigbang.com/ic/items/48906668/1.jpg","https://ic.zigbang.com/ic/items/48906668/2.jpg",""
"zigbang","49072298","49072298","https://www.zigbang.com/home/oneroom/items/49072298?itemDetailType=ZIGBANG","대명공인중개사사무소","문기용","031-211-4166","문기용","010-3459-4166","경기도 수원시 영통구 산남로 89 , 1층(매탄동)","나3681-164","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 196-61","37.2710897005028","127.046401432848","exact_jibun_from_api","2층 큰방1 주방분리형 올수리 풀옵션 즉시입주","300","30","1","31","분리형원룸","원룸","29","2/3","E","주차 불가능","즉시 입주 가능","1990","단독주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 싱크대","https://ic.zigbang.com/ic/items/49072298/1.jpg","https://ic.zigbang.com/ic/items/49072298/2.jpg",""
"zigbang","48826370","48826370","https://www.zigbang.com/home/oneroom/items/48826370?itemDetailType=ZIGBANG","대명공인중개사사무소","문기용","031-211-4166","문기용","010-3459-4166","경기도 수원시 영통구 산남로 89 , 1층(매탄동)","나3681-164","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 200-41","37.2683656058541","127.047703174637","exact_jibun_from_api","2층 큰방1 주방분리 풀옵션 올수리 즉시입주","200","35","1","36","분리형원룸","원룸","26","2/3","S","주차 불가능","즉시 입주 가능","1991","단독주택","False","냉장고; 에어컨; 세탁기; 가스레인지; 싱크대","https://ic.zigbang.com/ic/items/48826370/1.jpg","https://ic.zigbang.com/ic/items/48826370/2.jpg",""
"zigbang","49074946","49074946","https://www.zigbang.com/home/oneroom/items/49074946?itemDetailType=ZIGBANG","대명공인중개사사무소","문기용","031-211-4166","문기용","010-3459-4166","경기도 수원시 영통구 산남로 89 , 1층(매탄동)","나3681-164","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 196-66","37.271311722562","127.045692167084","exact_jibun_from_api","큰방1 주방분리형 풀옵션 올수리 즉시입주","500","40","6","46","분리형원룸","원룸","33","2/4","W","주차 가능","즉시 입주 가능","2003","단독주택","False","냉장고; 세탁기; 에어컨; 가스레인지; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49074946/1.jpg","https://ic.zigbang.com/ic/items/49074946/2.jpg",""
"zigbang","48927515","48927515","https://www.zigbang.com/home/oneroom/items/48927515?itemDetailType=ZIGBANG","대우마이홈공인중개사사무소","오영창","031-898-5777","오영창","010-2786-0012","경기도 수원시 팔달구 효원로292번길 50 ,115호(인계동,마이홈오피스텔)","가3681-3222","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1016-2","37.26522064208984","127.02645111083984","exact_jibun_from_api","하이엘 12평 복층 저렴한 월세","1000","45","9","54","복층형원룸","오피스텔","23.14","중/15","E","주차 가능","즉시 입주 가능","2004.06.08","오피스텔","False","에어컨; 냉장고; 세탁기; 가스레인지; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48927515/1.jpg","https://ic.zigbang.com/ic/items/48927515/2.jpg",""
"zigbang","48997759","48997759","https://www.zigbang.com/home/oneroom/items/48997759?itemDetailType=ZIGBANG","더베스트부동산공인중개사사무소","전하루","031-238-5949","전하루","010-7920-6250","경기도 수원시 팔달구 경수대로 424 , 3층(인계동)  ","41115-2026-00004","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1035-7","37.26693604607252","127.03074198389112","exact_jibun_from_api","BESTㅣHF,HUG청년버팀목ㅣ즉시입주ㅣ무융자 안전매물","9360","10","10","20","복층형원룸","오피스텔","17.19","중/11","S","주차 가능","즉시 입주 가능","2019.04.29","도시형생활주택","False","에어컨; 냉장고; 세탁기; 인덕션; 신발장; 옷장; 싱크대","https://ic.zigbang.com/ic/items/48997759/1.jpg","https://ic.zigbang.com/ic/items/48997759/2.jpg",""
"zigbang","49016841","49016841","https://www.zigbang.com/home/oneroom/items/49016841?itemDetailType=ZIGBANG","더베스트부동산공인중개사사무소","전하루","031-238-5949","전하루","010-7920-6250","경기도 수원시 팔달구 경수대로 424 , 3층(인계동)  ","41115-2026-00004","경기도 수원시 영통구 원천동","수원시 영통구 원천동 96-1","37.27362843401268","127.05273548855403","exact_jibun_from_api","무융자 . hug대출 . 보증보험 가능 . 즉시입주 가능","11250","10","12","22","오픈형원룸","오피스텔","22.72","고/15","S","주차 가능","2026.07.22 이후 입주 가능","2019.02.28","도시형생활주택","False","에어컨; 냉장고; 세탁기; 인덕션; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49016841/1.jpg","https://ic.zigbang.com/ic/items/49016841/2.jpg",""
"zigbang","48721771","48721771","https://www.zigbang.com/home/oneroom/items/48721771?itemDetailType=ZIGBANG","더베스트부동산공인중개사사무소","전하루","031-238-5949","전하루","010-7920-6250","경기도 수원시 팔달구 경수대로 424 , 3층(인계동)  ","41115-2026-00004","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025","37.2656749481947","127.027049293012","exact_jibun_from_api","무융자 II HUG보증보험 II 수원시청역도보5분 II","10000","17","12.2","29","분리형원룸","오피스텔","21.29","7/8","W","주차 가능","2026.05.31 이후 입주 가능 (평일중가능,일정조율)","2018.09.20","도시형생활주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48721771/1.jpg","https://ic.zigbang.com/ic/items/48721771/2.jpg",""
"zigbang","49067474","49067474","https://www.zigbang.com/home/oneroom/items/49067474?itemDetailType=ZIGBANG","더베스트부동산공인중개사사무소","전하루","031-238-5949","전하루","010-7920-6250","경기도 수원시 팔달구 경수대로 424 , 3층(인계동)  ","41115-2026-00004","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025","37.2656749481947","127.027049293012","exact_jibun_from_api","무융자 분리형, 보증보험, 5월말부터","10000","17","12","29","분리형원룸","오피스텔","21.29","7/8","W","주차 가능","2026.05.24 이후 입주 가능 (5월말~6월초 평일)","2018.09.20","도시형생활주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 신발장; 옷장; 책장; 싱크대","https://ic.zigbang.com/ic/items/49067474/1.jpg","https://ic.zigbang.com/ic/items/49067474/2.jpg",""
